"id","created_at","updated_at","name","additional_names"
314,2025-10-27 13:56:42.840 +0300,2025-10-27 13:56:42.840 +0300,СК Ренесанс жизнь,{}
320,2025-10-28 13:05:14.850 +0300,2025-10-28 13:05:14.850 +0300,Insight AI,{}
323,2025-10-28 16:53:22.932 +0300,2025-10-28 16:53:22.932 +0300,Первый ОФД,{}
324,2025-10-28 17:19:14.459 +0300,2025-10-28 17:19:14.459 +0300,Nedra Digital,{}
326,2025-10-29 15:02:41.964 +0300,2025-10-29 15:02:41.964 +0300,MegaPari,{}
327,2025-10-29 17:29:01.961 +0300,2025-10-29 17:29:01.961 +0300,addbro,{}
237,2025-10-08 11:56:33.521 +0300,2025-10-29 17:51:30.541 +0300,Промсвязьбанк,"{псб,ПромСвязьБанк,Псб}"
329,2025-10-30 15:26:05.505 +0300,2025-10-30 15:26:05.505 +0300,МегаПари,{}
330,2025-10-31 12:54:02.300 +0300,2025-10-31 12:54:02.300 +0300,ТАРГЕТ АДС,{}
334,2025-11-01 12:52:23.811 +0300,2025-11-01 12:52:23.811 +0300,Умскул,{}
336,2025-11-01 14:47:21.494 +0300,2025-11-01 14:47:21.494 +0300,Акцент,{}
337,2025-11-04 16:43:07.221 +0300,2025-11-04 16:43:07.221 +0300,zGroup-IT,{}
341,2025-11-06 16:12:02.885 +0300,2025-11-06 16:12:02.885 +0300,Островок,{}
342,2025-11-06 16:24:20.237 +0300,2025-11-06 16:24:20.237 +0300,КОД9,{}
345,2025-11-07 12:58:52.576 +0300,2025-11-07 12:58:52.576 +0300,Честный Знак,{}
346,2025-11-07 13:55:41.638 +0300,2025-11-07 13:55:41.638 +0300,Диджитал Сектор,{}
347,2025-11-07 17:28:02.371 +0300,2025-11-07 17:28:02.371 +0300,Бизнес Успех,{}
333,2025-10-31 21:46:27.471 +0300,2025-11-07 17:35:18.373 +0300,АФЛТ-Системс,{АФЛТ}
348,2025-11-10 15:45:18.290 +0300,2025-11-10 15:45:18.290 +0300,Swiss Group,{}
352,2025-11-10 17:18:26.102 +0300,2025-11-10 17:18:26.102 +0300,Айкон Про,{}
353,2025-11-10 17:49:01.456 +0300,2025-11-10 17:49:01.456 +0300,Джаст Ит,{}
355,2025-11-12 10:22:16.734 +0300,2025-11-12 10:22:16.734 +0300,Sibedge,{}
357,2025-11-12 17:16:51.224 +0300,2025-11-12 17:16:51.224 +0300,ГК АСК,{}
358,2025-11-12 17:43:28.413 +0300,2025-11-12 17:43:28.413 +0300,АйСи Инвест,{}
359,2025-11-13 14:39:19.763 +0300,2025-11-13 14:39:19.763 +0300,Rocket Science,{}
360,2025-11-13 17:25:31.622 +0300,2025-11-13 17:25:31.622 +0300,Starter,{}
361,2025-11-13 17:47:03.207 +0300,2025-11-13 17:47:03.207 +0300,Оулс Груп,{}
362,2025-11-13 17:56:33.556 +0300,2025-11-13 17:56:33.556 +0300,Spotrise.AI,{}
363,2025-11-13 18:33:36.087 +0300,2025-11-13 18:33:36.087 +0300,ДОСТАЕВСКИЙ,{}
331,2025-10-31 16:17:06.696 +0300,2025-12-17 15:24:02.698 +0300,БКС,{бкс}
338,2025-11-06 11:05:23.364 +0300,2025-12-22 00:30:24.350 +0300,Napoleon IT,{napoleon it}
288,2025-10-21 18:11:47.313 +0300,2025-11-17 14:58:10.615 +0300,Ренессанс жизнь,"{Ренессанс,Ренесанс}"
369,2025-11-17 17:22:58.767 +0300,2025-11-17 17:22:58.767 +0300,АстраЗенека,{}
339,2025-11-06 14:11:01.998 +0300,2025-11-17 19:20:45.637 +0300,Kodland,{kodland}
373,2025-11-18 21:34:38.929 +0300,2025-11-18 21:34:38.929 +0300,Peers Recruitment,{}
343,2025-11-07 10:53:49.617 +0300,2025-11-19 14:18:02.588 +0300,Wildbox,{willdberis}
374,2025-11-19 16:21:05.652 +0300,2025-11-19 16:21:05.652 +0300,BSS,{}
376,2025-11-19 18:51:24.017 +0300,2025-11-19 18:51:24.017 +0300,CHOICEIT,{}
378,2025-11-20 10:50:45.320 +0300,2025-11-20 10:50:45.320 +0300,Metascan,{}
379,2025-11-20 14:26:37.916 +0300,2025-11-20 14:26:37.916 +0300,Reactive Phone,{}
381,2025-11-20 17:14:16.340 +0300,2025-11-20 17:14:16.340 +0300,Департамент Здравоохранения Москвы,{}
384,2025-11-21 14:31:25.762 +0300,2025-11-21 14:31:25.762 +0300,FunFlow,{}
385,2025-11-23 17:19:05.011 +0300,2025-11-23 17:19:05.011 +0300,Timeweb Cloud,{}
386,2025-11-24 17:45:03.493 +0300,2025-11-24 17:45:03.493 +0300,ru.shopping,{}
387,2025-11-24 17:55:05.441 +0300,2025-11-24 17:55:05.441 +0300,Тантор,{}
393,2025-11-25 16:37:40.002 +0300,2025-11-25 16:37:40.002 +0300,АЦ ТЭК,{}
394,2025-11-25 16:44:58.748 +0300,2025-11-25 16:44:58.748 +0300,Outtech,{}
380,2025-11-20 16:49:28.794 +0300,2025-11-26 19:09:27.893 +0300,Beeline,{билайн}
383,2025-11-21 13:17:11.737 +0300,2026-06-23 19:07:41.168 +0300,Аэродиск,{аэродиск}
382,2025-11-20 18:03:02.636 +0300,2025-12-02 12:12:24.943 +0300,Нейросетевые решения,{Нейросетевые}
398,2025-12-02 13:13:05.750 +0300,2025-12-02 13:13:05.750 +0300,Строительный Двор,{}
388,2025-11-24 17:57:35.512 +0300,2025-12-02 13:20:57.916 +0300,ТехноДиасофт,{Технодиасофт}
400,2025-12-03 12:52:34.262 +0300,2025-12-03 12:52:34.262 +0300,НСК,{}
401,2025-12-03 17:24:13.420 +0300,2025-12-03 17:24:13.420 +0300,Getmobit,{}
402,2025-12-03 17:58:18.484 +0300,2025-12-03 17:58:18.484 +0300,Stroki,{}
404,2025-12-04 15:14:41.925 +0300,2025-12-04 15:14:41.925 +0300,Просвещение,{}
399,2025-12-02 15:34:20.408 +0300,2025-12-09 15:05:30.164 +0300,Wiren Board,{wiren board}
321,2025-10-28 15:08:55.904 +0300,2025-12-12 15:31:27.401 +0300,Яндекс Еда/Лавка,{яндекс еда}
328,2025-10-30 12:43:51.389 +0300,2026-02-25 15:57:11.419 +0300,Бета-тест,{бета-тест}
269,2025-10-16 19:15:16.829 +0300,2025-12-15 13:45:03.982 +0300,ЦУПИС,"{Цупис,цупис}"
370,2025-11-17 17:51:15.395 +0300,2025-12-15 17:13:31.693 +0300,Фаст Софт,"{Фаст-Софт,фаст софт}"
332,2025-10-31 21:43:51.803 +0300,2026-03-19 15:24:09.238 +0300,Fingular,{fingular}
367,2025-11-14 14:19:04.297 +0300,2025-12-18 16:01:27.053 +0300,RUTUBE,"{rutube,рутуб}"
391,2025-11-25 14:12:31.308 +0300,2025-12-23 16:56:48.108 +0300,Tevian,{tevian}
318,2025-10-28 10:58:08.802 +0300,2026-06-19 10:21:39.976 +0300,LuckyGroup,"{lucky groop,luckygroup}"
396,2025-11-28 14:44:21.920 +0300,2026-01-22 20:50:41.210 +0300,Цифровой семейный офис,{цифровой семейный офис}
340,2025-11-06 14:13:36.271 +0300,2026-02-03 16:22:21.236 +0300,MWS AI,{mtc}
366,2025-11-14 14:14:56.181 +0300,2026-02-08 11:28:54.498 +0300,Bcraft,{bcraft}
356,2025-11-12 11:44:48.660 +0300,2026-02-09 14:16:54.572 +0300,Стрит Фалькон,{стрит фалькон}
350,2025-11-10 15:57:24.247 +0300,2026-02-10 16:50:42.753 +0300,Вулкан,{вулкан}
368,2025-11-15 17:48:25.337 +0300,2026-02-12 19:08:52.982 +0300,Компэл,{компэл}
403,2025-12-04 13:38:38.295 +0300,2026-02-13 17:30:24.544 +0300,Evocargo,"{evocargo,evocargо}"
389,2025-11-24 19:21:52.224 +0300,2026-02-17 19:11:40.391 +0300,Открытые решения,{открытые решения}
325,2025-10-29 13:01:04.981 +0300,2026-02-19 16:41:51.651 +0300,Старт,{start}
390,2025-11-24 19:29:04.634 +0300,2026-02-19 17:40:06.026 +0300,Консультант плюс,{консультант плюс}
372,2025-11-18 18:33:33.941 +0300,2026-02-26 08:34:48.301 +0300,РУСАЛ,{русал}
322,2025-10-28 15:46:14.362 +0300,2026-03-02 10:21:43.463 +0300,ewa,{ewa learn languages}
375,2025-11-19 18:34:26.207 +0300,2026-03-24 13:37:10.731 +0300,Eqvilent,{eqvilent}
354,2025-11-11 13:52:12.088 +0300,2026-05-04 18:41:14.421 +0300,Wlldberries,"{Wildberries,wb,wildberries,wild}"
405,2025-12-04 16:36:18.497 +0300,2025-12-04 16:36:18.497 +0300,ITS,{}
410,2025-12-05 11:37:41.841 +0300,2025-12-05 11:37:41.841 +0300,simbirsoft,{}
407,2025-12-04 17:04:12.765 +0300,2025-12-10 14:24:09.387 +0300,ФАУ «ГосНИИАС»,"{фау «госнииас»,фау,ф}"
409,2025-12-04 20:41:12.839 +0300,2026-02-24 16:35:44.160 +0300,Фабрика Решений,{фабрика решений}
85,2025-08-26 16:41:06.447 +0300,2026-05-04 13:45:16.775 +0300,Безопасный транспорт,"{безопасн,Безопасный транспот,безопасный транспорт,безопасный}"
411,2025-12-05 15:12:09.570 +0300,2025-12-05 15:12:09.570 +0300,антиплагиат,{}
412,2025-12-05 17:40:46.673 +0300,2025-12-05 17:40:46.673 +0300,ооо фортуна айти,{}
395,2025-11-25 17:04:37.792 +0300,2025-12-05 21:00:43.130 +0300,Магнус Тех,{магнус}
413,2025-12-08 13:36:15.035 +0300,2025-12-08 13:36:15.035 +0300,реверслаб,{}
200,2025-09-26 12:51:30.869 +0300,2025-12-08 15:02:25.226 +0300,Lamoda,"{ламода,lamoda}"
414,2025-12-08 15:10:13.593 +0300,2025-12-08 15:10:13.593 +0300,ylab,{}
415,2025-12-08 15:53:00.778 +0300,2025-12-08 15:53:00.778 +0300,ооо нейросетевые решения,{}
416,2025-12-08 18:54:22.270 +0300,2025-12-08 18:54:22.270 +0300,procatt,{}
417,2025-12-09 11:44:18.465 +0300,2025-12-09 11:44:18.465 +0300,эвокарго,{}
418,2025-12-09 12:07:13.401 +0300,2025-12-09 12:07:13.401 +0300,the бык,{}
392,2025-11-25 16:34:15.547 +0300,2025-12-09 13:00:13.466 +0300,Яндекс.Go,"{яндекс go,яндекс.go}"
419,2025-12-09 14:01:51.413 +0300,2025-12-09 14:01:51.413 +0300,оптима кубань,{}
420,2025-12-09 17:12:26.444 +0300,2025-12-09 17:12:26.444 +0300,ооо кучер кулешов максименко,{}
421,2025-12-09 18:29:16.478 +0300,2025-12-09 18:29:16.478 +0300,крок,{}
422,2025-12-10 15:07:39.204 +0300,2025-12-10 15:07:39.204 +0300,новео,{}
423,2025-12-10 16:51:57.484 +0300,2025-12-10 16:51:57.484 +0300,ооо ред софт,{}
351,2025-11-10 16:58:16.630 +0300,2025-12-10 17:31:01.847 +0300,профи.he,"{профи,профи.ру}"
424,2025-12-11 13:19:33.436 +0300,2025-12-11 13:19:33.436 +0300,globerce,{}
425,2025-12-11 16:36:05.559 +0300,2025-12-11 16:36:05.559 +0300,авеста фармацевтика,{}
427,2025-12-11 18:05:35.695 +0300,2025-12-11 18:05:35.695 +0300,мтс веб сервисы,{}
428,2025-12-12 16:50:28.861 +0300,2025-12-12 16:50:28.861 +0300,сенла,{}
471,2026-01-19 09:39:57.654 +0300,2026-01-19 09:39:57.654 +0300,Базис айти,{}
408,2025-12-04 17:41:37.207 +0300,2025-12-15 09:04:18.243 +0300,ГК Литота,{гк литота}
430,2025-12-15 17:10:14.341 +0300,2025-12-15 17:10:14.341 +0300,productive heads,{}
431,2025-12-15 21:06:47.492 +0300,2025-12-15 21:07:08.916 +0300,московский метрополитен,{метро}
432,2025-12-15 22:00:09.982 +0300,2025-12-15 22:00:09.982 +0300,сбердевайсы,{}
434,2025-12-16 11:29:38.443 +0300,2025-12-16 11:29:38.443 +0300,вгтрк,{}
435,2025-12-16 13:05:11.424 +0300,2025-12-16 13:05:11.424 +0300,вебим,{}
436,2025-12-16 15:29:55.145 +0300,2025-12-16 15:29:55.145 +0300,окто,{}
437,2025-12-16 17:46:39.618 +0300,2025-12-16 17:46:39.618 +0300,stone,{}
439,2025-12-17 18:12:40.894 +0300,2025-12-17 18:12:40.894 +0300,bboom,{}
440,2025-12-17 20:40:03.072 +0300,2025-12-17 20:40:03.072 +0300,ккмп,{}
441,2025-12-18 03:38:09.228 +0300,2025-12-18 03:38:09.228 +0300,сергей сбитнев,{}
442,2025-12-18 11:34:37.822 +0300,2025-12-18 11:34:37.822 +0300,ао банка синара,{}
438,2025-12-17 09:48:44.698 +0300,2025-12-18 17:00:21.642 +0300,hintit,"{huntit,hintit}"
443,2025-12-19 14:53:54.248 +0300,2025-12-19 14:53:54.248 +0300,тензор,{}
444,2025-12-19 15:39:18.684 +0300,2025-12-19 15:39:18.684 +0300,saber interactive,{}
446,2025-12-22 00:37:06.853 +0300,2025-12-22 00:37:06.853 +0300,синергия,{}
364,2025-11-13 21:34:51.121 +0300,2025-12-24 13:43:41.073 +0300,Гарда капитал,{гарда капитал}
445,2025-12-22 00:35:02.207 +0300,2025-12-24 16:43:46.836 +0300,tradingview,{транснефть}
447,2025-12-24 16:53:14.422 +0300,2025-12-24 16:53:14.422 +0300,эксперт инвест,{}
448,2025-12-26 13:50:48.955 +0300,2025-12-26 13:50:48.955 +0300,купер,{}
449,2025-12-26 14:34:31.488 +0300,2025-12-26 14:34:31.488 +0300,транснефть-технологии,{}
168,2025-09-17 17:59:20.162 +0300,2025-12-26 19:52:29.916 +0300,Яндекс Городские сервисы,"{Яндекс Городские Сервисы,Яндекс Городские,яндекс городские решения,яндекс городские сервисы}"
450,2026-01-08 23:15:57.391 +0300,2026-01-08 23:15:57.391 +0300,Sapience Solutions,{}
451,2026-01-08 23:17:45.833 +0300,2026-01-08 23:17:45.833 +0300,Мечел-ИнфоТех,{}
452,2026-01-08 23:20:36.961 +0300,2026-01-08 23:20:36.961 +0300,ФМБА России,{}
453,2026-01-08 23:22:54.323 +0300,2026-01-08 23:22:54.323 +0300,Ами клиник сервер,{}
454,2026-01-08 23:30:39.740 +0300,2026-01-08 23:30:39.740 +0300,МТС,{}
455,2026-01-08 23:32:15.454 +0300,2026-01-08 23:32:15.454 +0300,Беттинг,{}
456,2026-01-08 23:37:06.241 +0300,2026-01-08 23:37:06.241 +0300,Филлип Моррис,{}
457,2026-01-08 23:48:35.910 +0300,2026-01-08 23:48:35.910 +0300,Admitad,{}
459,2026-01-09 00:27:39.962 +0300,2026-01-09 00:27:39.962 +0300,Клауд,{}
460,2026-01-09 00:47:39.836 +0300,2026-01-09 00:47:39.836 +0300,Retail Expert,{}
462,2026-01-12 12:29:55.096 +0300,2026-01-12 12:29:55.096 +0300,Кибертех,{}
463,2026-01-13 12:21:18.318 +0300,2026-01-13 12:21:18.318 +0300,пао московская биржа,{}
464,2026-01-14 10:39:21.784 +0300,2026-01-14 10:39:21.784 +0300,антара,{}
475,2026-01-19 18:25:33.505 +0300,2026-01-19 18:25:33.505 +0300,тантор лабс,{}
465,2026-01-14 17:35:38.896 +0300,2026-01-14 17:35:38.896 +0300,звук,{}
466,2026-01-16 12:40:05.385 +0300,2026-01-16 12:40:05.385 +0300,fintech solutions,{}
467,2026-01-16 16:06:21.599 +0300,2026-01-16 16:06:21.599 +0300,bi.zone,{}
468,2026-01-17 20:18:20.599 +0300,2026-01-17 20:18:20.599 +0300,repay,{}
469,2026-01-17 21:36:10.615 +0300,2026-01-17 21:36:10.615 +0300,нанософт,{}
470,2026-01-19 09:37:08.963 +0300,2026-01-19 09:37:08.963 +0300,Ацтек,{}
472,2026-01-19 11:26:13.971 +0300,2026-01-19 11:26:13.971 +0300,thesis,{}
473,2026-01-19 14:33:26.030 +0300,2026-01-19 14:33:26.030 +0300,сател,{}
474,2026-01-19 15:53:20.328 +0300,2026-01-19 15:53:20.328 +0300,клеверпарк,{}
461,2026-01-12 12:28:12.024 +0300,2026-01-19 17:07:25.300 +0300,R2C,"{r2c-технологии,r2c}"
476,2026-01-19 18:59:25.362 +0300,2026-01-19 18:59:25.362 +0300,hantix llc,{}
477,2026-01-19 20:25:01.646 +0300,2026-01-19 20:25:01.646 +0300,Sunlight,{}
478,2026-01-20 14:23:25.812 +0300,2026-01-20 14:23:25.812 +0300,thrive,{}
479,2026-01-20 14:34:43.342 +0300,2026-01-20 14:34:43.342 +0300,Сбердевайсы,{}
480,2026-01-20 15:42:50.350 +0300,2026-01-20 15:42:50.350 +0300,правительство москвы,{}
429,2025-12-14 20:48:49.145 +0300,2026-02-19 22:28:42.580 +0300,рсхб-интех,{рсхб}
426,2025-12-11 16:53:00.811 +0300,2026-02-05 10:24:01.937 +0300,match,"{match one,math}"
433,2025-12-15 22:11:47.182 +0300,2026-02-21 15:57:14.359 +0300,hands.ru,{hands}
566,2026-02-26 00:26:27.172 +0300,2026-02-26 00:26:27.172 +0300,нпо лавочкина,{}
567,2026-02-26 01:12:57.276 +0300,2026-02-26 01:12:57.276 +0300,senior soft,{}
568,2026-02-26 13:04:46.655 +0300,2026-02-26 13:04:46.655 +0300,киберлаб,{}
569,2026-02-26 15:07:42.555 +0300,2026-02-26 15:07:42.555 +0300,авиационные интерьеры,{}
570,2026-02-26 19:32:33.361 +0300,2026-02-26 19:32:33.361 +0300,контур,{}
406,2025-12-04 16:44:34.237 +0300,2026-03-06 17:09:31.354 +0300,fixprice,{fix price}
458,2026-01-09 00:06:11.552 +0300,2026-03-09 21:14:32.958 +0300,X5,{x5 group}
481,2026-01-20 18:55:58.760 +0300,2026-01-20 18:55:58.760 +0300,элемент,{}
482,2026-01-20 21:26:12.979 +0300,2026-01-20 21:26:12.979 +0300,Мвидео,{}
484,2026-01-21 13:40:15.065 +0300,2026-01-21 13:40:15.065 +0300,секвойя,{}
485,2026-01-22 14:37:24.676 +0300,2026-01-22 14:37:24.676 +0300,экспресс,{}
486,2026-01-23 02:34:40.707 +0300,2026-01-23 02:34:40.707 +0300,Золотая Корона,{}
487,2026-01-23 02:38:01.744 +0300,2026-01-23 02:38:01.744 +0300,ООО «Кибертех»,{}
483,2026-01-21 12:25:06.955 +0300,2026-01-23 12:06:19.313 +0300,амедитека,{амедиатека}
488,2026-01-23 16:09:02.550 +0300,2026-01-23 16:09:02.550 +0300,комус,{}
489,2026-01-23 17:31:09.273 +0300,2026-01-23 17:31:09.273 +0300,ibs,{}
490,2026-01-24 15:01:11.698 +0300,2026-01-24 15:01:11.698 +0300,verme,{}
284,2025-10-20 16:55:11.242 +0300,2026-02-19 15:13:02.278 +0300,Платежное решение,"{Платежное,Платежные,Платёжное Решение,платёжное решение,платежное решение}"
491,2026-01-26 15:21:59.288 +0300,2026-01-26 15:21:59.288 +0300,институт сетевых технологий,{}
492,2026-01-26 17:14:12.414 +0300,2026-01-26 17:14:12.414 +0300,сайтсофт,{}
493,2026-01-27 18:30:35.197 +0300,2026-01-27 18:30:35.197 +0300,ооо сапсан,{}
494,2026-01-28 15:52:43.958 +0300,2026-01-28 15:52:43.958 +0300,mains lab,{}
495,2026-01-28 16:46:25.839 +0300,2026-01-28 16:46:25.839 +0300,ex corp,{}
496,2026-01-28 16:47:16.379 +0300,2026-01-28 16:47:16.379 +0300,netbell,{}
497,2026-01-29 10:57:40.961 +0300,2026-01-29 10:57:40.961 +0300,мультифактор,{}
498,2026-01-29 13:47:56.848 +0300,2026-01-29 13:47:56.848 +0300,hands app,{}
499,2026-01-29 17:01:42.130 +0300,2026-01-29 17:01:42.130 +0300,эйч эйч эль,{}
500,2026-01-29 17:04:21.115 +0300,2026-01-29 17:04:21.115 +0300,finframe,{}
501,2026-01-29 19:54:07.078 +0300,2026-01-29 19:54:07.078 +0300,ао аст,{}
502,2026-01-29 20:24:57.975 +0300,2026-01-29 20:24:57.975 +0300,top selection,{}
503,2026-01-29 20:48:54.364 +0300,2026-01-29 20:48:54.364 +0300,proorder,{}
504,2026-01-29 21:52:37.292 +0300,2026-01-29 21:52:37.292 +0300,sheverev,{}
505,2026-01-30 11:51:51.104 +0300,2026-01-30 11:51:51.104 +0300,digitalhr,{}
506,2026-01-30 13:39:40.015 +0300,2026-01-30 13:39:40.015 +0300,excdev,{}
507,2026-01-30 19:41:13.046 +0300,2026-01-30 19:41:13.046 +0300,Альфа банк,{}
508,2026-01-30 22:13:09.373 +0300,2026-01-30 22:13:09.373 +0300,rdp,{}
509,2026-02-02 11:21:31.051 +0300,2026-02-02 11:21:31.051 +0300,гк аэрофлот,{}
510,2026-02-02 12:59:32.400 +0300,2026-02-02 12:59:32.400 +0300,playrix,{}
511,2026-02-02 15:56:22.824 +0300,2026-02-02 15:56:22.824 +0300,спортлевел,{}
512,2026-02-04 17:35:24.714 +0300,2026-02-04 17:35:24.714 +0300,aic.ru,{}
513,2026-02-05 14:33:43.090 +0300,2026-02-05 14:33:43.090 +0300,смартсофтлаб,{}
514,2026-02-05 17:26:13.350 +0300,2026-02-05 17:26:13.350 +0300,ооо прокон лаб,{}
515,2026-02-05 22:01:56.995 +0300,2026-02-05 22:01:56.995 +0300,glowbyte,{}
516,2026-02-05 22:26:50.061 +0300,2026-02-05 22:26:50.061 +0300,прокон лаб,{}
517,2026-02-07 12:11:37.005 +0300,2026-02-07 12:11:37.005 +0300,itkey,{}
518,2026-02-08 08:32:46.443 +0300,2026-02-08 08:32:46.443 +0300,салют для бизнеса,{}
519,2026-02-08 12:10:02.891 +0300,2026-02-08 12:10:02.891 +0300,эксперт,{}
520,2026-02-08 14:58:24.123 +0300,2026-02-08 14:58:24.123 +0300,saltwort,{}
521,2026-02-08 20:40:38.330 +0300,2026-02-08 20:40:38.330 +0300,мстрой,{}
523,2026-02-10 13:39:53.853 +0300,2026-02-10 13:39:53.853 +0300,aic,{}
549,2026-02-19 20:51:03.524 +0300,2026-02-19 20:51:03.524 +0300,ООО «ИТИС» (Единый Цупис),{}
527,2026-02-11 20:25:36.155 +0300,2026-02-19 22:38:59.618 +0300,moscoweb,{mosco web}
524,2026-02-10 17:51:31.631 +0300,2026-02-10 17:51:31.631 +0300,лучи,{}
525,2026-02-10 18:27:00.133 +0300,2026-02-10 18:27:00.133 +0300,mobileup,{}
528,2026-02-13 10:15:07.971 +0300,2026-02-13 10:15:07.971 +0300,hitalent,{}
31,2025-08-20 18:26:46.298 +0300,2026-02-13 13:04:27.789 +0300,Express,"{express,ex,expresssss,expresssssss,express team}"
526,2026-02-11 18:26:24.731 +0300,2026-02-13 17:34:19.480 +0300,гросссофт,{grosssoft}
529,2026-02-16 11:05:37.204 +0300,2026-02-16 11:05:37.204 +0300,connective plm,{}
522,2026-02-10 12:27:29.781 +0300,2026-02-16 13:36:38.499 +0300,россельхозбанк,"{россельхоз,россельхоз банк,рсхб- интех}"
530,2026-02-16 13:55:12.287 +0300,2026-02-16 13:55:12.287 +0300,лукоморье,{}
531,2026-02-16 14:14:21.311 +0300,2026-02-16 14:14:21.311 +0300,гравилинк,{}
533,2026-02-16 15:27:56.335 +0300,2026-02-16 15:27:56.335 +0300,"2лекс",{}
534,2026-02-16 15:50:32.208 +0300,2026-02-16 15:50:32.208 +0300,agenticlab,{}
535,2026-02-17 11:06:17.221 +0300,2026-02-17 11:06:17.221 +0300,perx,{}
537,2026-02-17 12:49:04.469 +0300,2026-02-17 12:49:04.469 +0300,allio,{}
39,2025-08-22 16:54:17.058 +0300,2026-02-17 13:49:21.941 +0300,Альфа-банк,"{Альфа Банк,Альфа банк,Альфабанк,Альфа-Банк,Альфа,альфа-банк,альфа,альфа банк,альфабанк}"
538,2026-02-17 18:48:17.685 +0300,2026-02-17 18:48:17.685 +0300,aya logic,{}
540,2026-02-18 08:13:12.407 +0300,2026-02-18 08:13:12.407 +0300,яндекс вертикаль,{}
541,2026-02-18 08:31:53.653 +0300,2026-02-18 08:31:53.653 +0300,сетте,{}
542,2026-02-18 12:38:31.346 +0300,2026-02-18 12:38:31.346 +0300,outtech,{}
543,2026-02-18 13:12:29.720 +0300,2026-02-18 13:12:29.720 +0300,ivedeon,{}
544,2026-02-18 14:23:36.564 +0300,2026-02-18 14:23:36.564 +0300,amocrm,{}
546,2026-02-19 11:06:38.376 +0300,2026-02-19 11:06:38.376 +0300,"ООО ""МАГНУС ТЕХ""",{}
548,2026-02-19 13:55:42.767 +0300,2026-02-19 13:55:42.767 +0300,future of work,{}
550,2026-02-19 23:07:00.685 +0300,2026-02-19 23:07:00.685 +0300,selecty,{}
551,2026-02-20 11:42:09.342 +0300,2026-02-20 11:42:09.342 +0300,perfect art,{}
552,2026-02-20 14:21:49.561 +0300,2026-02-20 14:21:49.561 +0300,ExcDev,{}
553,2026-02-20 15:15:50.853 +0300,2026-02-20 15:15:50.853 +0300,shiftam,{}
554,2026-02-20 17:44:16.924 +0300,2026-02-20 17:44:16.924 +0300,комстрой,{}
555,2026-02-20 23:57:23.406 +0300,2026-02-20 23:57:23.406 +0300,ssp soft,{}
556,2026-02-21 01:22:59.371 +0300,2026-02-21 01:22:59.371 +0300,сберсервис,{}
344,2025-11-07 12:17:33.256 +0300,2026-02-21 15:33:58.570 +0300,ВТБ,"{втб,втб капитал}"
557,2026-02-22 15:05:43.588 +0300,2026-02-22 15:05:43.588 +0300,healthtech,{}
558,2026-02-24 14:53:59.822 +0300,2026-02-24 14:53:59.822 +0300,бизнес формула,{}
560,2026-02-24 15:36:32.214 +0300,2026-02-24 15:36:32.214 +0300,главгосэкспертиза россии,{}
547,2026-02-19 13:53:26.594 +0300,2026-06-22 16:27:47.809 +0300,Pro Back,{proback}
561,2026-02-24 17:38:44.054 +0300,2026-02-24 17:38:44.054 +0300,notamedia,{}
562,2026-02-24 19:44:32.430 +0300,2026-02-24 19:44:32.430 +0300,мнтц миэт,{}
563,2026-02-25 19:04:50.333 +0300,2026-02-25 19:04:50.333 +0300,blackhub games,{}
564,2026-02-25 19:09:06.966 +0300,2026-02-25 19:09:06.966 +0300,нетбелл,{}
565,2026-02-25 19:21:03.613 +0300,2026-02-25 19:21:03.613 +0300,unique generation,{}
539,2026-02-17 20:50:15.482 +0300,2026-03-05 11:57:17.889 +0300,росси,{rossi}
532,2026-02-16 15:06:56.941 +0300,2026-03-07 16:41:01.184 +0300,дом.рф,"{домрф,дом рф}"
571,2026-02-26 19:38:57.221 +0300,2026-02-26 19:38:57.221 +0300,getmatch,{}
572,2026-02-26 19:55:07.514 +0300,2026-02-26 19:55:07.514 +0300,Салют для бизнеса,{}
573,2026-02-26 20:02:19.301 +0300,2026-02-26 20:02:19.301 +0300,fairmarket,{}
575,2026-02-28 15:08:30.421 +0300,2026-02-28 15:08:30.421 +0300,ак барс (акб),{}
576,2026-02-28 15:20:04.630 +0300,2026-02-28 15:20:04.630 +0300,тмк++,{}
577,2026-03-02 10:18:16.162 +0300,2026-03-02 10:18:16.162 +0300,fordewind,{}
545,2026-02-18 14:47:25.228 +0300,2026-03-02 12:40:18.715 +0300,Группа Адмитад,"{группа армитад,группа адмитад}"
578,2026-03-02 16:54:50.058 +0300,2026-03-02 16:54:50.058 +0300,nanohire,{}
579,2026-03-03 18:49:39.170 +0300,2026-03-03 18:49:39.170 +0300,сберстрахование,{}
580,2026-03-03 19:19:23.252 +0300,2026-03-03 19:19:23.252 +0300,community tech group,{}
581,2026-03-04 17:40:41.429 +0300,2026-03-04 17:40:41.429 +0300,wheely,{}
349,2025-11-10 15:51:00.403 +0300,2026-03-04 18:45:05.283 +0300,Лаборатория Касперского,"{лаборатория касперского,лаборатория}"
536,2026-02-17 11:11:26.256 +0300,2026-03-05 13:13:19.751 +0300,сбербизнессофт,{сбер бизнес софт}
582,2026-03-05 13:19:51.941 +0300,2026-03-05 13:19:51.941 +0300,asbis enterprises,{}
583,2026-03-05 15:19:22.200 +0300,2026-03-05 15:19:22.200 +0300,итк академия,{}
